x,y
9.986936,470
10.007291,434
10.027646,469
10.048001,479
10.068356,477
10.08871,476
10.109065,488
10.12942,463
10.149775,438
10.17013,465
10.190485,462
10.210839,485
10.231194,467
10.251549,462
10.271904,465
10.292259,482
10.312614,461
10.332969,447
10.353323,474
10.373678,461
10.394033,480
10.414388,464
10.434743,454
10.455098,497
10.475452,453
10.495807,475
10.516162,451
10.536517,477
10.556872,488
10.577227,477
10.597581,466
10.617936,477
10.638291,465
10.658646,486
10.679001,444
10.699356,477
10.719711,464
10.740065,466
10.76042,434
10.780775,490
10.80113,452
10.821485,477
10.84184,478
10.862194,488
10.882549,444
10.902904,491
10.923259,496
10.943614,483
10.963969,476
10.984323,480
11.004678,460
11.025033,469
11.045388,451
11.065743,454
11.086098,465
11.106453,451
11.126807,456
11.147162,456
11.167517,498
11.187872,490
11.208227,442
11.228582,473
11.248936,451
11.269291,450
11.289646,484
11.310001,501
11.330356,470
11.350711,479
11.371065,460
11.39142,425
11.411775,420
11.43213,472
11.452485,462
11.47284,471
11.493195,473
11.513549,438
11.533904,504
11.554259,467
11.574614,433
11.594969,501
11.615324,441
11.635678,452
11.656033,449
11.676388,468
11.696743,445
11.717098,482
11.737453,454
11.757807,462
11.778162,461
11.798517,492
11.818872,449
11.839227,472
11.859582,495
11.879937,493
11.900291,439
11.920646,505
11.941001,467
11.961356,455
11.981711,473
12.002066,483
12.02242,419
12.042775,468
12.06313,485
12.083485,451
12.10384,439
12.124195,483
12.144549,445
12.164904,467
12.185259,497
12.205614,480
12.225969,428
12.246324,447
12.266678,465
12.287033,431
12.307388,454
12.327743,484
12.348098,467
12.368453,467
12.388808,457
12.409162,472
12.429517,462
12.449872,427
12.470227,470
12.490582,432
12.510937,460
12.531291,454
12.551646,461
12.572001,422
12.592356,477
12.612711,444
12.633066,427
12.65342,426
12.673775,414
12.69413,461
12.714485,440
12.73484,436
12.755195,411
12.77555,417
12.795904,441
12.816259,453
12.836614,488
12.856969,437
12.877324,442
12.897679,427
12.918033,477
12.938388,418
12.958743,461
12.979098,407
12.999453,441
13.019808,423
13.040162,442
13.060517,439
13.080872,467
13.101227,441
13.121582,439
13.141937,414
13.162292,404
13.182646,430
13.203001,444
13.223356,417
13.243711,436
13.264066,461
13.284421,472
13.304775,425
13.32513,402
13.345485,465
13.36584,416
13.386195,409
13.40655,435
13.426904,449
13.447259,427
13.467614,402
13.487969,431
13.508324,428
13.528679,418
13.549034,440
13.569388,404
13.589743,438
13.610098,400
13.630453,446
13.650808,445
13.671163,446
13.691517,456
13.711872,446
13.732227,399
13.752582,422
13.772937,391
13.793292,398
13.813646,439
13.834001,441
13.854356,421
13.874711,443
13.895066,424
13.915421,461
13.935776,421
13.95613,421
13.976485,421
13.99684,444
14.017195,410
14.03755,421
14.057905,402
14.078259,434
14.098614,382
14.118969,385
14.139324,373
14.159679,434
14.180034,436
14.200388,421
14.220743,394
14.241098,445
14.261453,369
14.281808,425
14.302163,402
14.322518,388
14.342872,417
14.363227,387
14.383582,419
14.403937,418
14.424292,397
14.444647,405
14.465001,394
14.485356,393
14.505711,405
14.526066,392
14.546421,424
14.566776,424
14.58713,411
14.607485,459
14.62784,406
14.648195,380
14.66855,411
14.688905,407
14.70926,408
14.729614,437
14.749969,364
14.770324,375
14.790679,410
14.811034,412
14.831389,420
14.851743,403
14.872098,449
14.892453,394
14.912808,384
14.933163,384
14.953518,408
14.973872,393
14.994227,386
15.014582,405
15.034937,394
15.055292,377
15.075647,373
15.096001,405
15.116356,373
15.136711,456
15.157066,397
15.177421,379
15.197776,430
15.218131,382
15.238485,372
15.25884,404
15.279195,380
15.29955,408
15.319905,392
15.34026,380
15.360614,381
15.380969,366
15.401324,405
15.421679,399
15.442034,390
15.462389,364
15.482743,364
15.503098,386
15.523453,374
15.543808,369
15.564163,373
15.584518,376
15.604873,386
15.625227,371
15.645582,404
15.665937,415
15.686292,415
15.706647,362
15.727002,349
15.747356,392
15.767711,363
15.788066,368
15.808421,353
15.828776,367
15.849131,387
15.869485,391
15.88984,378
15.910195,392
15.93055,369
15.950905,394
15.97126,392
15.991615,391
16.011969,368
16.032324,356
16.052679,385
16.073034,406
16.093389,381
16.113744,370
16.134098,366
16.154453,370
16.174808,372
16.195163,373
16.215518,379
16.235873,382
16.256227,388
16.276582,386
16.296937,379
16.317292,347
16.337647,371
16.358002,354
16.378357,363
16.398711,397
16.419066,382
16.439421,376
16.459776,345
16.480131,384
16.500486,360
16.52084,372
16.541195,375
16.56155,377
16.581905,361
16.60226,368
16.622615,350
16.642969,399
16.663324,388
16.683679,373
16.704034,381
16.724389,353
16.744744,389
16.765099,364
16.785453,335
16.805808,345
16.826163,387
16.846518,340
16.866873,331
16.887228,368
16.907582,343
16.927937,375
16.948292,333
16.968647,354
16.989002,322
17.009357,371
17.029711,359
17.050066,347
17.070421,372
17.090776,338
17.111131,369
17.131486,345
17.151841,378
17.172195,361
17.19255,335
17.212905,358
17.23326,356
17.253615,351
17.27397,356
17.294324,396
17.314679,378
17.335034,363
17.355389,370
17.375744,392
17.396099,335
17.416453,354
17.436808,351
17.457163,370
17.477518,362
17.497873,349
17.518228,343
17.538582,334
17.558937,325
17.579292,354
17.599647,368
17.620002,365
17.640357,362
17.660712,304
17.681066,323
17.701421,370
17.721776,361
17.742131,333
17.762486,328
17.782841,373
17.803195,349
17.82355,328
17.843905,329
17.86426,345
17.884615,341
17.90497,371
17.925324,360
17.945679,348
17.966034,314
17.986389,317
18.006744,324
18.027099,290
18.047454,349
18.067808,332
18.088163,329
18.108518,343
18.128873,342
18.149228,330
18.169583,354
18.189937,365
18.210292,354
18.230647,333
18.251002,340
18.271357,364
18.291712,384
18.312066,361
18.332421,328
18.352776,356
18.373131,336
18.393486,304
18.413841,347
18.434196,359
18.45455,332
18.474905,367
18.49526,317
18.515615,339
18.53597,343
18.556325,347
18.576679,338
18.597034,356
18.617389,311
18.637744,354
18.658099,350
18.678454,346
18.698808,334
18.719163,341
18.739518,351
18.759873,366
18.780228,327
18.800583,360
18.820938,330
18.841292,327
18.861647,359
18.882002,305
18.902357,315
18.922712,302
18.943067,332
18.963421,341
18.983776,349
19.004131,344
19.024486,377
19.044841,359
19.065196,370
19.08555,320
19.105905,352
19.12626,345
19.146615,328
19.16697,318
19.187325,317
19.20768,351
19.228034,330
19.248389,343
19.268744,343
19.289099,349
19.309454,339
19.329809,317
19.350163,346
19.370518,346
19.390873,321
19.411228,329
19.431583,369
19.451938,338
19.472292,313
19.492647,318
19.513002,335
19.533357,357
19.553712,326
19.574067,319
19.594422,298
19.614776,357
19.635131,349
19.655486,366
19.675841,324
19.696196,331
19.716551,316
19.736905,328
19.75726,333
19.777615,345
19.79797,353
19.818325,293
19.83868,337
19.859034,333
19.879389,347
19.899744,338
19.920099,342
19.940454,326
19.960809,345
19.981164,318
20.001518,326
20.021873,356
20.042228,339
20.062583,341
20.082938,350
20.103293,307
20.123647,316
20.144002,327
20.164357,308
20.184712,305
20.205067,320
20.225422,322
20.245776,309
20.266131,264
20.286486,303
20.306841,275
20.327196,348
20.347551,333
20.367905,334
20.38826,325
20.408615,347
20.42897,324
20.449325,333
20.46968,318
20.490035,327
20.510389,310
20.530744,285
20.551099,300
20.571454,307
20.591809,290
20.612164,287
20.632518,355
20.652873,330
20.673228,321
20.693583,356
20.713938,348
20.734293,383
20.754647,355
20.775002,373
20.795357,376
20.815712,439
20.836067,442
20.856422,458
20.876777,463
20.897131,503
20.917486,439
20.937841,442
20.958196,423
20.978551,450
20.998906,413
21.01926,392
21.039615,393
21.05997,395
21.080325,409
21.10068,369
21.121035,343
21.141389,323
21.161744,331
21.182099,316
21.202454,332
21.222809,330
21.243164,299
21.263519,315
21.283873,331
21.304228,319
21.324583,284
21.344938,290
21.365293,279
21.385648,280
21.406002,288
21.426357,289
21.446712,276
21.467067,283
21.487422,288
21.507777,291
21.528131,315
21.548486,316
21.568841,268
21.589196,280
21.609551,329
21.629906,299
21.650261,300
21.670615,290
21.69097,266
21.711325,276
21.73168,262
21.752035,303
21.77239,287
21.792744,268
21.813099,288
21.833454,285
21.853809,284
21.874164,302
21.894519,270
21.914873,304
21.935228,304
21.955583,319
21.975938,287
21.996293,323
22.016648,320
22.037003,289
22.057357,310
22.077712,296
22.098067,288
22.118422,297
22.138777,288
22.159132,334
22.179486,286
22.199841,319
22.220196,323
22.240551,338
22.260906,312
22.281261,328
22.301615,317
22.32197,349
22.342325,332
22.36268,295
22.383035,305
22.40339,301
22.423745,307
22.444099,299
22.464454,286
22.484809,301
22.505164,298
22.525519,311
22.545874,278
22.566228,305
22.586583,293
22.606938,264
22.627293,294
22.647648,271
22.668003,255
22.688357,274
22.708712,282
22.729067,313
22.749422,300
22.769777,295
22.790132,308
22.810487,316
22.830841,305
22.851196,319
22.871551,274
22.891906,299
22.912261,336
22.932616,311
22.95297,297
22.973325,302
22.99368,306
23.014035,330
23.03439,315
23.054745,321
23.075099,331
23.095454,310
23.115809,332
23.136164,315
23.156519,317
23.176874,320
23.197228,280
23.217583,326
23.237938,334
23.258293,290
23.278648,298
23.299003,290
23.319358,291
23.339712,270
23.360067,319
23.380422,316
23.400777,283
23.421132,335
23.441487,313
23.461841,315
23.482196,285
23.502551,326
23.522906,294
23.543261,295
23.563616,327
23.58397,266
23.604325,296
23.62468,299
23.645035,286
23.66539,281
23.685745,278
23.7061,278
23.726454,269
23.746809,259
23.767164,306
23.787519,280
23.807874,305
23.828229,268
23.848583,273
23.868938,254
23.889293,272
23.909648,290
23.930003,289
23.950358,276
23.970712,277
23.991067,262
24.011422,278
24.031777,309
24.052132,277
24.072487,301
24.092842,281
24.113196,297
24.133551,264
24.153906,266
24.174261,309
24.194616,293
24.214971,262
24.235325,276
24.25568,257
24.276035,284
24.29639,291
24.316745,304
24.3371,262
24.357454,285
24.377809,268
24.398164,281
24.418519,257
24.438874,304
24.459229,285
24.479584,238
24.499938,272
24.520293,267
24.540648,301
24.561003,308
24.581358,287
24.601713,292
24.622067,298
24.642422,257
24.662777,258
24.683132,270
24.703487,280
24.723842,293
24.744196,258
24.764551,303
24.784906,262
24.805261,299
24.825616,286
24.845971,284
24.866326,260
24.88668,272
24.907035,293
24.92739,288
24.947745,253
24.9681,265
24.988455,244
25.008809,271
25.029164,291
25.049519,282
25.069874,297
25.090229,276
25.110584,285
25.130938,260
25.151293,290
25.171648,308
25.192003,286
25.212358,289
25.232713,288
25.253068,315
25.273422,308
25.293777,302
25.314132,311
25.334487,345
25.354842,295
25.375197,337
25.395551,338
25.415906,311
25.436261,331
25.456616,294
25.476971,345
25.497326,305
25.51768,331
25.538035,330
25.55839,280
25.578745,345
25.5991,309
25.619455,322
25.63981,312
25.660164,306
25.680519,321
25.700874,343
25.721229,340
25.741584,363
25.761939,307
25.782293,344
25.802648,389
25.823003,393
25.843358,398
25.863713,431
25.884068,450
25.904422,494
25.924777,556
25.945132,646
25.965487,701
25.985842,786
26.006197,931
26.026551,1065
26.046906,1278
26.067261,1620
26.087616,1962
26.107971,2293
26.128326,2979
26.148681,3614
26.169035,4453
26.18939,5286
26.209745,5374
26.2301,4558
26.250455,3606
26.27081,2966
26.291164,2357
26.311519,1490
26.331874,1076
26.352229,875
26.372584,683
26.392939,598
26.413293,596
26.433648,604
26.454003,563
26.474358,577
26.494713,658
26.515068,632
26.535423,693
26.555777,680
26.576132,769
26.596487,801
26.616842,829
26.637197,826
26.657552,787
26.677906,636
26.698261,578
26.718616,565
26.738971,474
26.759326,444
26.779681,421
26.800035,376
26.82039,417
26.840745,411
26.8611,433
26.881455,442
26.90181,455
26.922165,505
26.942519,504
26.962874,551
26.983229,639
27.003584,674
27.023939,761
27.044294,876
27.064648,1011
27.085003,1138
27.105358,1410
27.125713,1642
27.146068,2107
27.166423,2488
27.186777,2911
27.207132,3126
27.227487,2817
27.247842,2305
27.268197,1938
27.288552,1636
27.308907,1077
27.329261,789
27.349616,629
27.369971,526
27.390326,452
27.410681,511
27.431036,448
27.45139,418
27.471745,393
27.4921,346
27.512455,363
27.53281,328
27.553165,332
27.573519,345
27.593874,311
27.614229,297
27.634584,280
27.654939,293
27.675294,302
27.695649,305
27.716003,316
27.736358,302
27.756713,327
27.777068,314
27.797423,293
27.817778,308
27.838132,308
27.858487,279
27.878842,328
27.899197,285
27.919552,307
27.939907,260
27.960261,276
27.980616,289
28.000971,264
28.021326,330
28.041681,307
28.062036,266
28.082391,268
28.102745,255
28.1231,264
28.143455,261
28.16381,284
28.184165,277
28.20452,311
28.224874,272
28.245229,246
28.265584,254
28.285939,255
28.306294,288
28.326649,272
28.347003,264
28.367358,286
28.387713,283
28.408068,268
28.428423,263
28.448778,263
28.469133,303
28.489487,269
28.509842,285
28.530197,285
28.550552,275
28.570907,277
28.591262,267
28.611616,245
28.631971,270
28.652326,255
28.672681,281
28.693036,286
28.713391,234
28.733745,257
28.7541,257
28.774455,233
28.79481,285
28.815165,242
28.83552,275
28.855874,259
28.876229,271
28.896584,251
28.916939,264
28.937294,258
28.957649,289
28.978004,274
28.998358,255
29.018713,271
29.039068,273
29.059423,280
29.079778,267
29.100133,296
29.120487,293
29.140842,342
29.161197,306
29.181552,337
29.201907,336
29.222262,384
29.242616,394
29.262971,423
29.283326,453
29.303681,523
29.324036,609
29.344391,651
29.364746,804
29.3851,815
29.405455,814
29.42581,760
29.446165,724
29.46652,677
29.486875,597
29.507229,534
29.527584,554
29.547939,424
29.568294,398
29.588649,430
29.609004,443
29.629358,347
29.649713,353
29.670068,333
29.690423,387
29.710778,346
29.731133,313
29.751488,327
29.771842,344
29.792197,304
29.812552,331
29.832907,317
29.853262,361
29.873617,366
29.893971,319
29.914326,340
29.934681,343
29.955036,293
29.975391,335
29.995746,308
30.0161,324
30.036455,295
30.05681,275
30.077165,237
30.09752,293
30.117875,277
30.13823,274
30.158584,268
30.178939,222
30.199294,230
30.219649,216
30.240004,277
30.260359,261
30.280713,250
30.301068,252
30.321423,254
30.341778,250
30.362133,236
30.382488,242
30.402842,264
30.423197,231
30.443552,273
30.463907,242
30.484262,228
30.504617,236
30.524972,211
30.545326,255
30.565681,204
30.586036,250
30.606391,267
30.626746,230
30.647101,246
30.667455,243
30.68781,233
30.708165,242
30.72852,245
30.748875,242
30.76923,272
30.789584,258
30.809939,252
30.830294,228
30.850649,270
30.871004,247
30.891359,278
30.911714,242
30.932068,296
30.952423,296
30.972778,332
30.993133,318
31.013488,383
31.033843,396
31.054197,373
31.074552,465
31.094907,501
31.115262,423
31.135617,403
31.155972,346
31.176326,342
31.196681,345
31.217036,273
31.237391,296
31.257746,267
31.278101,242
31.298456,276
31.31881,273
31.339165,294
31.35952,245
31.379875,226
31.40023,253
31.420585,274
31.440939,214
31.461294,278
31.481649,251
31.502004,254
31.522359,285
31.542714,240
31.563068,286
31.583423,295
31.603778,319
31.624133,334
31.644488,364
31.664843,414
31.685197,467
31.705552,473
31.725907,454
31.746262,429
31.766617,400
31.786972,360
31.807327,320
31.827681,280
31.848036,271
31.868391,259
31.888746,266
31.909101,248
31.929456,238
31.94981,251
31.970165,284
31.99052,280
32.010875,252
32.03123,266
32.051585,245
32.071939,242
32.092294,262
32.112649,278
32.133004,225
32.153359,262
32.173714,231
32.194069,270
32.214423,236
32.234778,246
32.255133,254
32.275488,256
32.295843,292
32.316198,248
32.336552,245
32.356907,249
32.377262,261
32.397617,284
32.417972,275
32.438327,288
32.458681,277
32.479036,302
32.499391,300
32.519746,312
32.540101,320
32.560456,342
32.580811,378
32.601165,418
32.62152,429
32.641875,449
32.66223,508
32.682585,520
32.70294,656
32.723294,691
32.743649,702
32.764004,625
32.784359,612
32.804714,558
32.825069,596
32.845423,544
32.865778,537
32.886133,550
32.906488,598
32.926843,678
32.947198,751
32.967553,866
32.987907,1091
33.008262,1343
33.028617,1693
33.048972,2074
33.069327,2556
33.089682,3005
33.110036,3120
33.130391,2818
33.150746,2326
33.171101,2047
33.191456,1820
33.211811,1488
33.232165,1011
33.25252,764
33.272875,565
33.29323,488
33.313585,461
33.33394,421
33.354295,382
33.374649,351
33.395004,279
33.415359,321
33.435714,320
33.456069,303
33.476424,291
33.496778,271
33.517133,284
33.537488,269
33.557843,292
33.578198,275
33.598553,280
33.618907,267
33.639262,259
33.659617,250
33.679972,277
33.700327,264
33.720682,272
33.741037,242
33.761391,248
33.781746,245
33.802101,258
33.822456,256
33.842811,245
33.863166,233
33.88352,262
33.903875,246
33.92423,234
33.944585,240
33.96494,244
33.985295,244
34.005649,261
34.026004,257
34.046359,236
34.066714,242
34.087069,253
34.107424,222
34.127779,254
34.148133,236
34.168488,222
34.188843,231
34.209198,223
34.229553,250
34.249908,255
34.270262,228
34.290617,251
34.310972,232
34.331327,245
34.351682,237
34.372037,253
34.392391,251
34.412746,221
34.433101,258
34.453456,257
34.473811,228
34.494166,237
34.51452,244
34.534875,218
34.55523,248
34.575585,233
34.59594,244
34.616295,245
34.63665,240
34.657004,255
34.677359,249
34.697714,261
34.718069,240
34.738424,239
34.758779,247
34.779133,269
34.799488,225
34.819843,234
34.840198,263
34.860553,247
34.880908,269
34.901262,268
34.921617,250
34.941972,224
34.962327,227
34.982682,249
35.003037,270
35.023392,242
35.043746,259
35.064101,252
35.084456,261
35.104811,234
35.125166,253
35.145521,236
35.165875,260
35.18623,250
35.206585,243
35.22694,237
35.247295,233
35.26765,252
35.288004,249
35.308359,288
35.328714,226
35.349069,216
35.369424,273
35.389779,225
35.410134,253
35.430488,245
35.450843,237
35.471198,269
35.491553,243
35.511908,269
35.532263,270
35.552617,256
35.572972,254
35.593327,261
35.613682,283
35.634037,295
35.654392,274
35.674746,294
35.695101,264
35.715456,342
35.735811,295
35.756166,294
35.776521,351
35.796876,334
35.81723,344
35.837585,392
35.85794,401
35.878295,463
35.89865,540
35.919005,600
35.939359,678
35.959714,776
35.980069,969
36.000424,1106
36.020779,1353
36.041134,1581
36.061488,1809
36.081843,1938
36.102198,1881
36.122553,1864
36.142908,1813
36.163263,1821
36.183618,1592
36.203972,1324
36.224327,1094
36.244682,909
36.265037,857
36.285392,641
36.305747,554
36.326101,493
36.346456,415
36.366811,361
36.387166,369
36.407521,330
36.427876,373
36.44823,329
36.468585,325
36.48894,331
36.509295,342
36.52965,338
36.550005,347
36.57036,319
36.590714,341
36.611069,294
36.631424,305
36.651779,327
36.672134,263
36.692489,308
36.712843,273
36.733198,270
36.753553,284
36.773908,282
36.794263,293
36.814618,294
36.834972,279
36.855327,269
36.875682,261
36.896037,281
36.916392,260
36.936747,286
36.957102,281
36.977456,286
36.997811,296
37.018166,333
37.038521,325
37.058876,383
37.079231,375
37.099585,407
37.11994,458
37.140295,546
37.16065,622
37.181005,664
37.20136,782
37.221714,941
37.242069,925
37.262424,995
37.282779,854
37.303134,764
37.323489,742
37.343843,688
37.364198,616
37.384553,539
37.404908,472
37.425263,402
37.445618,405
37.465973,316
37.486327,360
37.506682,348
37.527037,330
37.547392,344
37.567747,364
37.588102,364
37.608456,376
37.628811,435
37.649166,414
37.669521,516
37.689876,600
37.710231,655
37.730585,827
37.75094,935
37.771295,1199
37.79165,1375
37.812005,1729
37.83236,2025
37.852715,2296
37.873069,2114
37.893424,1797
37.913779,1517
37.934134,1390
37.954489,1367
37.974844,1181
37.995198,934
38.015553,707
38.035908,540
38.056263,509
38.076618,452
38.096973,469
38.117327,413
38.137682,413
38.158037,450
38.178392,484
38.198747,503
38.219102,505
38.239457,613
38.259811,646
38.280166,689
38.300521,846
38.320876,1036
38.341231,1217
38.361586,1496
38.38194,1540
38.402295,1667
38.42265,1453
38.443005,1311
38.46336,1229
38.483715,1308
38.504069,1332
38.524424,1296
38.544779,1295
38.565134,1314
38.585489,1336
38.605844,1296
38.626199,982
38.646553,920
38.666908,779
38.687263,758
38.707618,678
38.727973,570
38.748328,405
38.768682,400
38.789037,353
38.809392,315
38.829747,356
38.850102,328
38.870457,276
38.890811,308
38.911166,298
38.931521,269
38.951876,262
38.972231,271
38.992586,232
39.012941,256
39.033295,266
39.05365,237
39.074005,235
39.09436,262
39.114715,231
39.13507,250
39.155424,241
39.175779,247
39.196134,211
39.216489,240
39.236844,248
39.257199,267
39.277553,249
39.297908,244
39.318263,273
39.338618,271
39.358973,289
39.379328,299
39.399683,321
39.420037,319
39.440392,299
39.460747,303
39.481102,302
39.501457,325
39.521812,285
39.542166,282
39.562521,277
39.582876,274
39.603231,306
39.623586,253
39.643941,245
39.664295,250
39.68465,229
39.705005,251
39.72536,248
39.745715,245
39.76607,229
39.786424,250
39.806779,223
39.827134,227
39.847489,222
39.867844,249
39.888199,197
39.908554,259
39.928908,247
39.949263,219
39.969618,218
39.989973,206
40.010328,208
40.030683,221
40.051037,235
40.071392,213
40.091747,239
40.112102,216
40.132457,222
40.152812,215
40.173166,229
40.193521,222
40.213876,249
40.234231,227
40.254586,226
40.274941,248
40.295296,228
40.31565,232
40.336005,242
40.35636,207
40.376715,216
40.39707,229
40.417425,219
40.437779,223
40.458134,216
40.478489,238
40.498844,225
40.519199,220
40.539554,218
40.559908,235
40.580263,225
40.600618,211
40.620973,230
40.641328,230
40.661683,230
40.682038,233
40.702392,200
40.722747,245
40.743102,231
40.763457,217
40.783812,241
40.804167,235
40.824521,239
40.844876,230
40.865231,238
40.885586,263
40.905941,215
40.926296,263
40.94665,273
40.967005,301
40.98736,308
41.007715,349
41.02807,351
41.048425,407
41.06878,483
41.089134,574
41.109489,656
41.129844,713
41.150199,787
41.170554,840
41.190909,771
41.211263,658
41.231618,600
41.251973,602
41.272328,566
41.292683,465
41.313038,444
41.333392,323
41.353747,338
41.374102,282
41.394457,280
41.414812,252
41.435167,233
41.455522,248
41.475876,278
41.496231,228
41.516586,236
41.536941,277
41.557296,240
41.577651,218
41.598005,248
41.61836,255
41.638715,230
41.65907,260
41.679425,253
41.69978,243
41.720134,235
41.740489,245
41.760844,213
41.781199,224
41.801554,200
41.821909,229
41.842264,199
41.862618,208
41.882973,234
41.903328,202
41.923683,193
41.944038,210
41.964393,210
41.984747,216
42.005102,194
42.025457,192
42.045812,198
42.066167,208
42.086522,205
42.106876,214
42.127231,209
42.147586,209
42.167941,192
42.188296,213
42.208651,213
42.229006,219
42.24936,199
42.269715,248
42.29007,245
42.310425,222
42.33078,222
42.351135,249
42.371489,255
42.391844,255
42.412199,227
42.432554,198
42.452909,221
42.473264,228
42.493618,224
42.513973,239
42.534328,227
42.554683,254
42.575038,253
42.595393,259
42.615747,274
42.636102,261
42.656457,288
42.676812,305
42.697167,309
42.717522,352
42.737877,402
42.758231,492
42.778586,549
42.798941,666
42.819296,841
42.839651,948
42.860006,1144
42.88036,1244
42.900715,1286
42.92107,1089
42.941425,862
42.96178,789
42.982135,818
43.002489,826
43.022844,672
43.043199,549
43.063554,437
43.083909,359
43.104264,366
43.124619,352
43.144973,352
43.165328,334
43.185683,339
43.206038,342
43.226393,280
43.246748,268
43.267102,287
43.287457,280
43.307812,290
43.328167,249
43.348522,284
43.368877,244
43.389231,208
43.409586,245
43.429941,248
43.450296,240
43.470651,212
43.491006,256
43.511361,217
43.531715,245
43.55207,218
43.572425,225
43.59278,231
43.613135,233
43.63349,233
43.653844,219
43.674199,205
43.694554,201
43.714909,222
43.735264,226
43.755619,227
43.775973,183
43.796328,205
43.816683,210
43.837038,218
43.857393,228
43.877748,203
43.898103,219
43.918457,192
43.938812,183
43.959167,210
43.979522,202
43.999877,209
44.020232,218
44.040586,216
44.060941,201
44.081296,197
44.101651,194
44.122006,200
44.142361,195
44.162715,226
44.18307,207
44.203425,220
44.22378,216
44.244135,215
44.26449,214
44.284845,255
44.305199,190
44.325554,203
44.345909,209
44.366264,212
44.386619,247
44.406974,211
44.427328,214
44.447683,197
44.468038,200
44.488393,194
44.508748,208
44.529103,237
44.549457,199
44.569812,212
44.590167,245
44.610522,224
44.630877,194
44.651232,207
44.671587,216
44.691941,216
44.712296,222
44.732651,206
44.753006,201
44.773361,235
44.793716,227
44.81407,202
44.834425,228
44.85478,219
44.875135,214
44.89549,211
44.915845,203
44.936199,208
44.956554,216
44.976909,214
44.997264,203
45.017619,253
45.037974,201
45.058329,228
45.078683,249
45.099038,218
45.119393,242
45.139748,234
45.160103,230
45.180458,232
45.200812,229
45.221167,273
45.241522,233
45.261877,271
45.282232,252
45.302587,297
45.322941,331
45.343296,314
45.363651,377
45.384006,443
45.404361,485
45.424716,479
