x,y
16.419066,582
16.439421,530
16.459776,517
16.480131,596
16.500486,565
16.52084,605
16.541195,569
16.56155,528
16.581905,574
16.60226,546
16.622615,597
16.642969,590
16.663324,564
16.683679,567
16.704034,552
16.724389,549
16.744744,589
16.765099,542
16.785453,578
16.805808,561
16.826163,543
16.846518,564
16.866873,542
16.887228,547
16.907582,610
16.927937,596
16.948292,560
16.968647,492
16.989002,557
17.009357,559
17.029711,578
17.050066,581
17.070421,555
17.090776,524
17.111131,551
17.131486,569
17.151841,578
17.172195,567
17.19255,554
17.212905,551
17.23326,583
17.253615,588
17.27397,631
17.294324,630
17.314679,587
17.335034,551
17.355389,605
17.375744,579
17.396099,555
17.416453,583
17.436808,610
17.457163,586
17.477518,598
17.497873,613
17.518228,620
17.538582,578
17.558937,645
17.579292,647
17.599647,617
17.620002,631
17.640357,685
17.660712,649
17.681066,611
17.701421,631
17.721776,670
17.742131,658
17.762486,637
17.782841,638
17.803195,676
17.82355,620
17.843905,641
17.86426,621
17.884615,557
17.90497,579
17.925324,620
17.945679,653
17.966034,639
17.986389,607
18.006744,606
18.027099,593
18.047454,593
18.067808,630
18.088163,613
18.108518,590
18.128873,588
18.149228,617
18.169583,574
18.189937,619
18.210292,589
18.230647,619
18.251002,646
18.271357,659
18.291712,610
18.312066,611
18.332421,667
18.352776,614
18.373131,637
18.393486,653
18.413841,651
18.434196,617
18.45455,630
18.474905,640
18.49526,601
18.515615,649
18.53597,644
18.556325,628
18.576679,655
18.597034,653
18.617389,693
18.637744,692
18.658099,702
18.678454,714
18.698808,676
18.719163,632
18.739518,745
18.759873,732
18.780228,728
18.800583,729
18.820938,688
18.841292,712
18.861647,670
18.882002,721
18.902357,647
18.922712,620
18.943067,587
18.963421,653
18.983776,588
19.004131,630
19.024486,639
19.044841,619
19.065196,615
19.08555,646
19.105905,719
19.12626,671
19.146615,711
19.16697,675
19.187325,725
19.20768,730
19.228034,746
19.248389,767
19.268744,768
19.289099,777
19.309454,822
19.329809,728
19.350163,708
19.370518,779
19.390873,762
19.411228,764
19.431583,767
19.451938,743
19.472292,771
19.492647,770
19.513002,844
19.533357,806
19.553712,831
19.574067,901
19.594422,966
19.614776,1025
19.635131,1089
19.655486,1070
19.675841,1160
19.696196,1221
19.716551,1235
19.736905,1294
19.75726,1282
19.777615,1280
19.79797,1287
19.818325,1306
19.83868,1272
19.859034,1253
19.879389,1223
19.899744,1224
19.920099,1215
19.940454,1364
19.960809,1297
19.981164,1158
20.001518,1148
20.021873,1050
20.042228,967
20.062583,994
20.082938,922
20.103293,938
20.123647,941
20.144002,955
20.164357,977
20.184712,936
20.205067,903
20.225422,946
20.245776,930
20.266131,844
20.286486,896
20.306841,938
20.327196,938
20.347551,829
20.367905,934
20.38826,851
20.408615,873
20.42897,902
20.449325,855
20.46968,860
20.490035,839
20.510389,933
20.530744,926
20.551099,903
20.571454,932
20.591809,947
20.612164,1042
20.632518,1122
20.652873,1117
20.673228,1264
20.693583,1272
20.713938,1529
20.734293,1760
20.754647,1928
20.775002,2240
20.795357,2675
20.815712,3230
20.836067,3897
20.856422,4415
20.876777,3553
20.897131,2731
20.917486,2225
20.937841,1493
20.958196,1037
20.978551,895
20.998906,849
21.01926,779
21.039615,778
21.05997,756
21.080325,746
21.10068,733
21.121035,771
21.141389,697
21.161744,695
21.182099,753
21.202454,729
21.222809,729
21.243164,738
21.263519,761
21.283873,779
21.304228,748
21.324583,700
21.344938,740
21.365293,721
21.385648,725
21.406002,677
21.426357,662
21.446712,747
21.467067,701
21.487422,718
21.507777,691
21.528131,708
21.548486,706
21.568841,671
21.589196,692
21.609551,646
21.629906,702
21.650261,713
21.670615,688
21.69097,740
21.711325,671
21.73168,691
21.752035,715
21.77239,701
21.792744,770
21.813099,760
21.833454,709
21.853809,794
21.874164,818
21.894519,820
21.914873,957
21.935228,1024
21.955583,1069
21.975938,1212
21.996293,1283
22.016648,1307
22.037003,1405
22.057357,1179
22.077712,1145
22.098067,1024
22.118422,888
22.138777,809
22.159132,675
22.179486,664
22.199841,682
22.220196,608
22.240551,645
22.260906,664
22.281261,667
22.301615,639
22.32197,664
22.342325,618
22.36268,638
22.383035,637
22.40339,639
22.423745,621
22.444099,629
22.464454,615
22.484809,637
22.505164,606
22.525519,642
22.545874,616
22.566228,663
22.586583,634
22.606938,651
22.627293,666
22.647648,646
22.668003,638
22.688357,661
22.708712,643
22.729067,646
22.749422,657
22.769777,660
22.790132,681
22.810487,637
22.830841,706
22.851196,721
22.871551,729
22.891906,719
22.912261,668
22.932616,648
22.95297,731
22.973325,790
22.99368,764
23.014035,722
23.03439,751
23.054745,782
23.075099,712
23.095454,685
23.115809,665
23.136164,641
23.156519,637
23.176874,644
23.197228,639
23.217583,685
23.237938,650
23.258293,648
23.278648,591
23.299003,641
23.319358,663
23.339712,653
23.360067,660
23.380422,704
23.400777,694
23.421132,737
23.441487,712
23.461841,783
23.482196,840
23.502551,872
23.522906,868
23.543261,902
23.563616,920
23.58397,933
23.604325,879
23.62468,886
23.645035,819
23.66539,778
23.685745,796
23.7061,724
23.726454,729
23.746809,695
23.767164,694
23.787519,696
23.807874,737
23.828229,727
23.848583,723
23.868938,691
23.889293,700
23.909648,729
23.930003,718
23.950358,711
23.970712,777
23.991067,811
24.011422,828
24.031777,848
24.052132,892
24.072487,864
24.092842,884
24.113196,873
24.133551,971
24.153906,1046
24.174261,995
24.194616,1016
24.214971,1051
24.235325,1089
24.25568,1155
24.276035,1311
24.29639,1140
24.316745,1113
24.3371,1121
24.357454,951
24.377809,903
24.398164,845
24.418519,771
24.438874,673
24.459229,719
24.479584,671
24.499938,633
24.520293,653
24.540648,702
24.561003,735
24.581358,727
24.601713,690
24.622067,739
24.642422,664
24.662777,747
24.683132,783
24.703487,710
24.723842,725
24.744196,795
24.764551,845
24.784906,793
24.805261,842
24.825616,850
24.845971,824
24.866326,842
24.88668,933
24.907035,878
24.92739,859
24.947745,918
24.9681,839
24.988455,898
25.008809,927
25.029164,922
25.049519,980
25.069874,958
25.090229,974
25.110584,991
25.130938,1008
25.151293,1086
25.171648,997
25.192003,1068
25.212358,1046
25.232713,1012
25.253068,1030
25.273422,1025
25.293777,1011
25.314132,971
25.334487,959
25.354842,915
25.375197,948
25.395551,897
25.415906,919
25.436261,943
25.456616,898
25.476971,878
25.497326,863
25.51768,812
25.538035,828
25.55839,829
25.578745,842
25.5991,818
25.619455,831
25.63981,741
25.660164,801
25.680519,759
25.700874,749
25.721229,770
25.741584,805
25.761939,729
25.782293,717
25.802648,749
25.823003,704
25.843358,710
25.863713,762
25.884068,745
25.904422,676
25.924777,723
25.945132,732
25.965487,707
25.985842,760
26.006197,732
26.026551,702
26.046906,713
26.067261,757
26.087616,693
26.107971,748
26.128326,715
26.148681,701
26.169035,672
26.18939,748
26.209745,827
26.2301,810
26.250455,850
26.27081,840
26.291164,967
26.311519,979
26.331874,1204
26.352229,1122
26.372584,1388
26.392939,1642
26.413293,1889
26.433648,2140
26.454003,2621
26.474358,3211
26.494713,3863
26.515068,4865
26.535423,6229
26.555777,8272
26.576132,10415
26.596487,13603
26.616842,16961
26.637197,17588
26.657552,13311
26.677906,10502
26.698261,8973
26.718616,6367
26.738971,3479
26.759326,2145
26.779681,1638
26.800035,1377
26.82039,1200
26.840745,1169
26.8611,980
26.881455,972
26.90181,941
26.922165,928
26.942519,849
26.962874,823
26.983229,811
27.003584,796
27.023939,806
27.044294,798
27.064648,778
27.085003,733
27.105358,784
27.125713,715
27.146068,724
27.166423,721
27.186777,715
27.207132,711
27.227487,730
27.247842,690
27.268197,757
27.288552,753
27.308907,784
27.329261,834
27.349616,918
27.369971,881
27.390326,865
27.410681,866
27.431036,852
27.45139,851
27.471745,796
27.4921,872
27.512455,850
27.53281,853
27.553165,880
27.573519,865
27.593874,938
27.614229,983
27.634584,1044
27.654939,1072
27.675294,1147
27.695649,1188
27.716003,1454
27.736358,1470
27.756713,1383
27.777068,1368
27.797423,1434
27.817778,1547
27.838132,1781
27.858487,1630
27.878842,1717
27.899197,1895
27.919552,1963
27.939907,1867
27.960261,1747
27.980616,1642
28.000971,1416
28.021326,1268
28.041681,1135
28.062036,1062
28.082391,993
28.102745,914
28.1231,971
28.143455,910
28.16381,917
28.184165,940
28.20452,867
28.224874,946
28.245229,917
28.265584,901
28.285939,854
28.306294,780
28.326649,716
28.347003,698
28.367358,741
28.387713,656
28.408068,759
28.428423,738
28.448778,723
28.469133,682
28.489487,674
28.509842,751
28.530197,674
28.550552,645
28.570907,613
28.591262,649
28.611616,532
28.631971,541
28.652326,566
28.672681,577
28.693036,552
28.713391,543
28.733745,540
28.7541,577
28.774455,576
28.79481,521
28.815165,573
28.83552,597
28.855874,582
28.876229,555
28.896584,562
28.916939,600
28.937294,545
28.957649,569
28.978004,559
28.998358,571
29.018713,557
29.039068,567
29.059423,565
29.079778,572
29.100133,578
29.120487,582
29.140842,586
29.161197,600
29.181552,595
29.201907,525
29.222262,584
29.242616,585
29.262971,581
29.283326,565
29.303681,511
29.324036,558
29.344391,550
29.364746,553
29.3851,541
29.405455,540
29.42581,581
29.446165,617
29.46652,621
29.486875,522
29.507229,572
29.527584,608
29.547939,582
29.568294,586
29.588649,596
29.609004,626
29.629358,626
29.649713,632
29.670068,628
29.690423,652
29.710778,616
29.731133,705
29.751488,674
29.771842,633
29.792197,660
29.812552,731
29.832907,689
29.853262,694
29.873617,661
29.893971,705
29.914326,697
29.934681,702
29.955036,673
29.975391,611
29.995746,646
30.0161,637
30.036455,632
30.05681,634
30.077165,644
30.09752,610
30.117875,648
30.13823,652
30.158584,632
30.178939,642
30.199294,631
30.219649,654
30.240004,649
30.260359,675
30.280713,695
30.301068,639
30.321423,690
30.341778,653
30.362133,734
30.382488,711
30.402842,803
30.423197,907
30.443552,876
30.463907,972
30.484262,881
30.504617,907
30.524972,839
30.545326,769
30.565681,679
30.586036,626
30.606391,597
30.626746,561
30.647101,553
30.667455,533
30.68781,562
30.708165,592
30.72852,580
30.748875,562
30.76923,568
30.789584,597
30.809939,639
30.830294,568
30.850649,586
30.871004,580
30.891359,607
30.911714,529
30.932068,553
30.952423,543
30.972778,511
30.993133,475
31.013488,552
31.033843,559
31.054197,563
31.074552,512
31.094907,563
31.115262,538
31.135617,584
31.155972,602
31.176326,626
31.196681,587
31.217036,606
31.237391,640
31.257746,660
31.278101,600
31.298456,606
31.31881,623
31.339165,593
31.35952,562
31.379875,643
31.40023,637
31.420585,614
31.440939,611
31.461294,632
31.481649,670
31.502004,706
31.522359,778
31.542714,872
31.563068,902
31.583423,989
31.603778,1111
31.624133,1408
31.644488,1619
31.664843,1958
31.685197,2164
31.705552,1864
31.725907,1511
31.746262,1452
31.766617,1374
31.786972,1156
31.807327,798
31.827681,691
31.848036,632
31.868391,498
31.888746,540
31.909101,579
31.929456,587
31.94981,581
31.970165,553
31.99052,533
32.010875,506
32.03123,486
32.051585,529
32.071939,521
32.092294,478
32.112649,512
32.133004,497
32.153359,487
32.173714,466
32.194069,467
32.214423,468
32.234778,473
32.255133,464
32.275488,446
32.295843,501
32.316198,456
32.336552,466
32.356907,437
32.377262,452
32.397617,480
32.417972,503
32.438327,459
32.458681,421
32.479036,476
32.499391,454
32.519746,431
32.540101,463
32.560456,421
32.580811,423
32.601165,475
32.62152,419
32.641875,421
32.66223,449
32.682585,442
32.70294,429
32.723294,423
32.743649,460
32.764004,443
32.784359,413
32.804714,461
32.825069,504
32.845423,477
32.865778,426
32.886133,490
32.906488,488
32.926843,530
32.947198,582
32.967553,594
32.987907,667
33.008262,765
33.028617,777
33.048972,710
33.069327,595
33.089682,596
33.110036,582
33.130391,548
33.150746,507
33.171101,470
33.191456,443
33.211811,470
33.232165,456
33.25252,478
33.272875,471
33.29323,453
33.313585,473
33.33394,444
33.354295,480
33.374649,468
33.395004,481
33.415359,496
33.435714,457
33.456069,490
33.476424,467
33.496778,439
33.517133,493
33.537488,523
33.557843,476
33.578198,508
33.598553,481
33.618907,516
33.639262,503
33.659617,500
33.679972,508
33.700327,573
33.720682,544
33.741037,573
33.761391,556
33.781746,546
33.802101,532
33.822456,593
33.842811,628
33.863166,627
33.88352,615
33.903875,663
33.92423,630
33.944585,628
33.96494,547
33.985295,575
34.005649,549
34.026004,544
34.046359,558
34.066714,563
34.087069,515
34.107424,520
34.127779,560
34.148133,527
34.168488,502
34.188843,498
34.209198,578
34.229553,597
34.249908,556
34.270262,545
34.290617,588
34.310972,599
34.331327,610
34.351682,569
34.372037,652
34.392391,646
34.412746,696
34.433101,667
34.453456,655
34.473811,716
34.494166,729
34.51452,737
34.534875,761
34.55523,858
34.575585,856
34.59594,809
34.616295,849
34.63665,871
34.657004,854
34.677359,808
34.697714,866
34.718069,889
34.738424,891
34.758779,935
34.779133,866
34.799488,887
34.819843,921
34.840198,957
34.860553,905
34.880908,1026
34.901262,963
34.921617,1022
34.941972,1044
34.962327,1059
34.982682,1078
35.003037,1047
35.023392,1071
35.043746,1014
35.064101,990
35.084456,949
35.104811,940
35.125166,885
35.145521,882
35.165875,795
35.18623,839
35.206585,775
35.22694,770
35.247295,751
35.26765,728
35.288004,736
35.308359,705
35.328714,710
35.349069,684
35.369424,712
35.389779,661
35.410134,650
35.430488,665
35.450843,690
35.471198,665
35.491553,617
35.511908,670
35.532263,620
35.552617,582
35.572972,630
35.593327,613
35.613682,594
35.634037,602
35.654392,582
35.674746,677
35.695101,629
35.715456,596
35.735811,713
35.756166,607
35.776521,674
35.796876,607
35.81723,630
35.837585,593
35.85794,620
35.878295,563
35.89865,612
35.919005,604
35.939359,605
35.959714,596
35.980069,616
36.000424,600
36.020779,532
36.041134,618
36.061488,573
36.081843,580
36.102198,575
36.122553,603
36.142908,630
36.163263,536
36.183618,571
36.203972,562
36.224327,609
36.244682,521
36.265037,610
36.285392,619
36.305747,621
36.326101,618
36.346456,730
36.366811,719
36.387166,781
36.407521,809
36.427876,918
36.44823,1054
36.468585,1129
36.48894,1396
36.509295,1653
36.52965,1763
36.550005,1657
36.57036,1343
36.590714,1276
36.611069,1256
36.631424,1246
36.651779,1064
36.672134,859
36.692489,766
36.712843,755
36.733198,711
36.753553,734
36.773908,730
36.794263,696
36.814618,699
36.834972,671
36.855327,654
36.875682,613
36.896037,647
36.916392,634
36.936747,700
36.957102,734
36.977456,774
36.997811,727
37.018166,780
37.038521,830
37.058876,837
37.079231,809
37.099585,693
37.11994,691
37.140295,746
37.16065,739
37.181005,687
37.20136,674
37.221714,627
37.242069,658
37.262424,636
37.282779,673
37.303134,641
37.323489,654
37.343843,683
37.364198,679
37.384553,709
37.404908,725
37.425263,767
37.445618,713
37.465973,757
37.486327,728
37.506682,714
37.527037,752
37.547392,749
37.567747,684
37.588102,727
37.608456,764
37.628811,739
37.649166,732
37.669521,763
37.689876,704
37.710231,739
37.730585,665
37.75094,683
37.771295,712
37.79165,695
37.812005,674
37.83236,692
37.852715,661
37.873069,670
37.893424,644
37.913779,634
37.934134,641
37.954489,579
37.974844,566
37.995198,597
38.015553,556
38.035908,542
38.056263,516
38.076618,570
38.096973,567
38.117327,532
38.137682,548
38.158037,566
38.178392,542
38.198747,559
38.219102,526
38.239457,510
38.259811,547
38.280166,534
38.300521,518
38.320876,511
38.341231,532
38.361586,553
38.38194,539
38.402295,506
38.42265,570
38.443005,544
38.46336,523
38.483715,502
38.504069,484
38.524424,542
38.544779,513
38.565134,515
38.585489,501
38.605844,507
38.626199,508
38.646553,507
38.666908,475
38.687263,531
38.707618,501
38.727973,531
38.748328,504
38.768682,503
38.789037,527
38.809392,451
38.829747,502
38.850102,501
38.870457,521
38.890811,505
38.911166,486
38.931521,495
38.951876,525
38.972231,510
38.992586,497
39.012941,498
39.033295,470
39.05365,441
39.074005,467
39.09436,486
39.114715,505
39.13507,476
39.155424,489
39.175779,501
39.196134,500
39.216489,491
39.236844,523
39.257199,541
39.277553,591
39.297908,577
39.318263,619
39.338618,686
39.358973,777
39.379328,892
39.399683,956
39.420037,1208
39.440392,1408
39.460747,1545
39.481102,1238
39.501457,1056
39.521812,969
39.542166,1014
39.562521,965
39.582876,805
39.603231,645
39.623586,552
39.643941,513
39.664295,502
39.68465,457
39.705005,478
39.72536,481
39.745715,461
39.76607,475
39.786424,483
39.806779,501
39.827134,478
39.847489,493
39.867844,485
39.888199,479
39.908554,459
39.928908,515
39.949263,491
39.969618,511
39.989973,473
40.010328,464
40.030683,498
40.051037,482
40.071392,489
40.091747,488
40.112102,502
40.132457,556
40.152812,567
40.173166,591
40.193521,621
40.213876,761
40.234231,836
40.254586,911
40.274941,980
40.295296,881
40.31565,825
40.336005,724
40.35636,714
40.376715,698
40.39707,661
40.417425,556
40.437779,533
40.458134,508
40.478489,503
40.498844,435
40.519199,440
40.539554,463
40.559908,461
40.580263,460
40.600618,488
40.620973,480
40.641328,474
40.661683,524
40.682038,549
40.702392,640
40.722747,609
40.743102,590
40.763457,581
40.783812,546
40.804167,536
40.824521,525
40.844876,517
40.865231,509
40.885586,479
40.905941,444
40.926296,510
40.94665,479
40.967005,435
40.98736,470
41.007715,475
41.02807,439
41.048425,434
41.06878,428
41.089134,460
41.109489,462
41.129844,473
41.150199,472
41.170554,441
41.190909,449
41.211263,489
41.231618,489
41.251973,465
41.272328,445
41.292683,458
41.313038,451
41.333392,460
41.353747,423
41.374102,429
41.394457,460
41.414812,439
41.435167,405
41.455522,439
41.475876,394
41.496231,474
41.516586,407
41.536941,438
41.557296,424
41.577651,402
41.598005,428
41.61836,390
41.638715,415
41.65907,418
41.679425,460
41.69978,430
41.720134,425
41.740489,439
41.760844,402
41.781199,440
41.801554,412
41.821909,455
41.842264,459
41.862618,462
41.882973,470
41.903328,451
41.923683,475
41.944038,503
41.964393,505
41.984747,451
42.005102,444
42.025457,439
42.045812,436
42.066167,490
42.086522,449
42.106876,458
42.127231,453
42.147586,450
42.167941,467
42.188296,503
42.208651,512
42.229006,524
42.24936,544
42.269715,551
42.29007,515
42.310425,619
42.33078,626
42.351135,778
42.371489,839
42.391844,987
42.412199,1189
42.432554,1295
42.452909,1237
42.473264,1010
42.493618,880
42.513973,877
42.534328,828
42.554683,812
42.575038,705
42.595393,586
42.615747,547
42.636102,485
42.656457,481
42.676812,470
42.697167,467
42.717522,459
42.737877,485
42.758231,422
42.778586,430
42.798941,490
42.819296,456
42.839651,445
42.860006,456
42.88036,431
42.900715,444
42.92107,446
42.941425,444
42.96178,437
42.982135,393
43.002489,452
43.022844,436
43.043199,446
43.063554,446
43.083909,402
43.104264,445
43.124619,468
43.144973,434
43.165328,434
43.185683,424
43.206038,426
43.226393,452
43.246748,386
43.267102,425
43.287457,432
43.307812,412
43.328167,440
43.348522,394
43.368877,363
43.389231,385
43.409586,440
43.429941,422
43.450296,437
43.470651,411
43.491006,424
43.511361,432
43.531715,413
43.55207,435
43.572425,413
43.59278,422
43.613135,416
43.63349,381
43.653844,399
43.674199,421
43.694554,372
43.714909,423
43.735264,399
43.755619,436
43.775973,425
43.796328,432
43.816683,406
43.837038,388
43.857393,434
43.877748,423
43.898103,442
43.918457,435
43.938812,426
43.959167,379
43.979522,427
43.999877,396
44.020232,469
44.040586,409
44.060941,419
44.081296,388
44.101651,417
44.122006,380
44.142361,396
44.162715,439
44.18307,412
44.203425,387
44.22378,444
44.244135,403
44.26449,421
44.284845,394
44.305199,441
44.325554,436
44.345909,411
44.366264,459
44.386619,400
44.406974,409
44.427328,412
44.447683,454
44.468038,444
44.488393,413
44.508748,424
44.529103,443
44.549457,412
44.569812,417
44.590167,452
44.610522,430
44.630877,451
