x,y
44.651232,466
44.671587,415
44.691941,441
44.712296,446
44.732651,448
44.753006,446
44.773361,463
44.793716,514
44.81407,545
44.834425,463
44.85478,489
44.875135,504
44.89549,496
44.915845,472
44.936199,500
44.956554,507
44.976909,510
44.997264,493
45.017619,499
45.037974,501
45.058329,539
45.078683,487
45.099038,514
45.119393,454
45.139748,509
45.160103,510
45.180458,546
45.200812,507
45.221167,576
45.241522,590
45.261877,571
45.282232,581
45.302587,691
45.322941,731
45.343296,844
45.363651,1027
45.384006,1147
45.404361,1374
45.424716,1633
45.44507,1648
45.465425,1230
45.48578,1038
45.506135,947
45.52649,1013
45.546845,1067
45.5672,992
45.587554,765
45.607909,660
45.628264,620
45.648619,578
45.668974,611
45.689329,631
45.709683,662
45.730038,792
45.750393,805
45.770748,882
45.791103,953
45.811458,854
45.831812,691
45.852167,703
45.872522,623
45.892877,706
45.913232,653
45.933587,644
45.953942,523
45.974296,448
45.994651,495
46.015006,467
46.035361,427
46.055716,438
46.076071,439
46.096425,416
46.11678,376
46.137135,381
46.15749,393
46.177845,369
46.1982,402
46.218554,402
46.238909,397
46.259264,412
46.279619,404
46.299974,390
46.320329,403
46.340684,385
46.361038,396
46.381393,396
46.401748,375
46.422103,399
46.442458,390
46.462813,388
46.483167,353
46.503522,358
46.523877,386
46.544232,390
46.564587,384
46.584942,362
46.605296,387
46.625651,407
46.646006,374
46.666361,393
46.686716,361
46.707071,344
46.727426,386
46.74778,386
46.768135,370
46.78849,357
46.808845,381
46.8292,364
46.849555,358
46.869909,353
46.890264,389
46.910619,335
46.930974,364
46.951329,374
46.971684,380
46.992038,354
47.012393,361
47.032748,368
47.053103,398
47.073458,391
47.093813,366
47.114168,380
47.134522,415
47.154877,367
47.175232,362
47.195587,391
47.215942,378
47.236297,381
47.256651,370
47.277006,401
47.297361,405
47.317716,437
47.338071,416
47.358426,495
47.37878,518
47.399135,472
47.41949,469
47.439845,436
47.4602,410
47.480555,413
47.50091,455
47.521264,394
47.541619,416
47.561974,378
47.582329,344
47.602684,352
47.623039,387
47.643393,352
47.663748,373
47.684103,372
47.704458,355
47.724813,329
47.745168,351
47.765522,366
47.785877,395
47.806232,356
47.826587,360
47.846942,370
47.867297,397
47.887652,405
47.908006,383
47.928361,372
47.948716,428
47.969071,409
47.989426,385
48.009781,420
48.030135,413
48.05049,392
48.070845,396
48.0912,392
48.111555,387
48.13191,387
48.152264,362
48.172619,413
48.192974,406
48.213329,435
48.233684,405
48.254039,367
48.274393,443
48.294748,372
48.315103,402
48.335458,379
48.355813,384
48.376168,360
48.396523,384
48.416877,371
48.437232,335
48.457587,381
48.477942,366
48.498297,336
48.518652,361
48.539006,317
48.559361,367
48.579716,377
48.600071,339
48.620426,340
48.640781,351
48.661135,349
48.68149,328
48.701845,342
48.7222,319
48.742555,349
48.76291,345
48.783265,335
48.803619,355
48.823974,337
48.844329,384
48.864684,362
48.885039,310
48.905394,345
48.925748,342
48.946103,348
48.966458,357
48.986813,363
49.007168,363
49.027523,350
49.047877,407
49.068232,370
49.088587,399
49.108942,409
49.129297,436
49.149652,394
49.170007,411
49.190361,412
49.210716,427
49.231071,380
49.251426,405
49.271781,376
49.292136,398
49.31249,369
49.332845,411
49.3532,387
49.373555,395
49.39391,348
49.414265,367
49.434619,351
49.454974,332
49.475329,391
49.495684,382
49.516039,408
49.536394,403
49.556749,357
49.577103,372
49.597458,396
49.617813,387
49.638168,408
49.658523,423
49.678878,405
49.699232,418
49.719587,417
49.739942,420
49.760297,429
49.780652,439
49.801007,437
49.821361,477
49.841716,463
49.862071,474
49.882426,470
49.902781,470
49.923136,500
49.943491,567
49.963845,640
49.9842,627
50.004555,747
50.02491,894
50.045265,1130
50.06562,1394
50.085974,1781
50.106329,2049
50.126684,2196
50.147039,1919
50.167394,1509
50.187749,1205
50.208103,1105
50.228458,1275
50.248813,1288
50.269168,1166
50.289523,967
50.309878,647
50.330233,509
50.350587,486
50.370942,459
50.391297,436
50.411652,393
50.432007,355
50.452362,347
50.472716,365
50.493071,354
50.513426,379
50.533781,399
50.554136,360
50.574491,398
50.594845,495
50.6152,446
50.635555,466
50.65591,413
50.676265,402
50.69662,454
50.716975,441
50.737329,423
50.757684,381
50.778039,403
50.798394,391
50.818749,359
50.839104,345
50.859458,358
50.879813,351
50.900168,343
50.920523,324
50.940878,335
50.961233,318
50.981587,316
51.001942,321
51.022297,322
51.042652,355
51.063007,341
51.083362,359
51.103716,387
51.124071,363
51.144426,408
51.164781,423
51.185136,441
51.205491,392
51.225846,346
51.2462,396
51.266555,399
51.28691,425
51.307265,377
51.32762,344
51.347975,377
51.368329,374
51.388684,347
51.409039,308
51.429394,339
51.449749,354
51.470104,332
51.490458,329
51.510813,345
51.531168,329
51.551523,304
51.571878,317
51.592233,309
51.612588,281
51.632942,331
51.653297,346
51.673652,313
51.694007,337
51.714362,351
51.734717,312
51.755071,331
51.775426,355
51.795781,318
51.816136,327
51.836491,341
51.856846,322
51.8772,291
51.897555,328
51.91791,327
51.938265,281
51.95862,328
51.978975,313
51.99933,342
52.019684,320
52.040039,319
52.060394,304
52.080749,328
52.101104,330
52.121459,354
52.141813,347
52.162168,349
52.182523,365
52.202878,330
52.223233,356
52.243588,345
52.263942,368
52.284297,384
52.304652,316
52.325007,393
52.345362,352
52.365717,331
52.386072,349
52.406426,347
52.426781,377
52.447136,352
52.467491,334
52.487846,341
52.508201,355
52.528555,345
52.54891,355
52.569265,337
52.58962,330
52.609975,370
52.63033,377
52.650684,371
52.671039,362
52.691394,365
52.711749,337
52.732104,369
52.752459,351
52.772814,353
52.793168,338
52.813523,332
52.833878,361
52.854233,360
52.874588,392
52.894943,382
52.915297,398
52.935652,369
52.956007,357
52.976362,351
52.996717,376
53.017072,357
53.037426,374
53.057781,413
53.078136,371
53.098491,388
53.118846,365
53.139201,391
53.159556,367
53.17991,360
53.200265,375
53.22062,375
53.240975,385
53.26133,421
53.281685,424
53.302039,371
53.322394,376
53.342749,408
53.363104,386
53.383459,369
53.403814,387
53.424168,385
53.444523,386
53.464878,391
53.485233,362
53.505588,360
53.525943,348
53.546298,362
53.566652,344
53.587007,393
53.607362,387
53.627717,401
53.648072,377
53.668427,392
53.688781,377
53.709136,445
53.729491,372
53.749846,407
53.770201,418
53.790556,455
53.81091,411
53.831265,429
53.85162,434
53.871975,424
53.89233,408
53.912685,416
53.933039,434
53.953394,418
53.973749,428
53.994104,389
54.014459,442
54.034814,416
54.055169,424
54.075523,436
54.095878,398
54.116233,406
54.136588,388
54.156943,401
54.177298,410
54.197652,395
54.218007,402
54.238362,401
54.258717,398
54.279072,419
54.299427,433
54.319781,404
54.340136,412
54.360491,422
54.380846,407
54.401201,427
54.421556,414
54.441911,408
54.462265,411
54.48262,430
54.502975,425
54.52333,383
54.543685,406
54.56404,414
54.584394,406
54.604749,445
54.625104,408
54.645459,437
54.665814,428
54.686169,432
54.706523,450
54.726878,533
54.747233,525
54.767588,577
54.787943,705
54.808298,735
54.828653,825
54.849007,869
54.869362,871
54.889717,744
54.910072,665
54.930427,694
54.950782,614
54.971136,680
54.991491,690
55.011846,708
55.032201,671
55.052556,599
55.072911,536
55.093265,480
55.11362,512
55.133975,478
55.15433,491
55.174685,543
55.19504,519
55.215395,515
55.235749,491
55.256104,602
55.276459,587
55.296814,626
55.317169,657
55.337524,577
55.357878,541
55.378233,533
55.398588,492
55.418943,536
55.439298,520
55.459653,531
55.480007,511
55.500362,504
55.520717,493
55.541072,437
55.561427,468
55.581782,446
55.602137,413
55.622491,417
55.642846,440
55.663201,452
55.683556,439
55.703911,392
55.724266,440
55.74462,430
55.764975,411
55.78533,393
55.805685,440
55.82604,399
55.846395,415
55.866749,421
55.887104,449
55.907459,421
55.927814,414
55.948169,393
55.968524,412
55.988879,413
56.009233,417
56.029588,399
56.049943,445
56.070298,461
56.090653,434
56.111008,461
56.131362,486
56.151717,544
56.172072,530
56.192427,588
56.212782,654
56.233137,636
56.253491,629
56.273846,578
56.294201,530
56.314556,513
56.334911,562
56.355266,578
56.375621,618
56.395975,599
56.41633,675
56.436685,611
56.45704,617
56.477395,574
56.49775,516
56.518104,493
56.538459,463
56.558814,405
56.579169,456
56.599524,510
56.619879,481
56.640233,400
56.660588,418
56.680943,376
56.701298,366
56.721653,384
56.742008,334
56.762362,332
56.782717,369
56.803072,345
56.823427,378
56.843782,345
56.864137,350
56.884492,347
56.904846,388
56.925201,345
56.945556,351
56.965911,371
56.986266,321
57.006621,358
57.026975,350
57.04733,345
57.067685,341
57.08804,338
57.108395,327
57.12875,380
57.149104,373
57.169459,346
57.189814,396
57.210169,354
57.230524,371
57.250879,398
57.271234,391
57.291588,362
57.311943,335
57.332298,354
57.352653,321
57.373008,357
57.393363,361
57.413717,368
57.434072,351
57.454427,342
57.474782,342
57.495137,323
57.515492,370
57.535846,332
57.556201,337
57.576556,315
57.596911,319
57.617266,331
57.637621,312
57.657976,347
57.67833,338
57.698685,324
57.71904,360
57.739395,343
57.75975,331
57.780105,352
57.800459,359
57.820814,341
57.841169,320
57.861524,353
57.881879,354
57.902234,376
57.922588,343
57.942943,320
57.963298,355
57.983653,346
58.004008,375
58.024363,376
58.044718,355
58.065072,345
58.085427,376
58.105782,305
58.126137,348
58.146492,337
58.166847,341
58.187201,348
58.207556,333
58.227911,356
58.248266,357
58.268621,351
58.288976,340
58.30933,341
58.329685,297
58.35004,343
58.370395,373
58.39075,341
58.411105,354
58.43146,329
58.451814,330
58.472169,304
58.492524,351
58.512879,334
58.533234,333
58.553589,334
58.573943,320
58.594298,336
58.614653,359
58.635008,396
58.655363,369
58.675718,317
58.696072,364
58.716427,400
58.736782,347
58.757137,356
58.777492,370
58.797847,369
58.818202,390
58.838556,376
58.858911,331
58.879266,375
58.899621,360
58.919976,361
58.940331,383
58.960685,379
58.98104,406
59.001395,368
59.02175,376
59.042105,379
59.06246,418
59.082814,355
59.103169,402
59.123524,376
59.143879,350
59.164234,357
59.184589,374
59.204944,386
59.225298,372
59.245653,359
59.266008,375
59.286363,378
59.306718,329
59.327073,345
59.347427,378
59.367782,393
59.388137,354
59.408492,380
59.428847,365
59.449202,388
59.469556,382
59.489911,355
59.510266,372
59.530621,395
59.550976,395
59.571331,386
59.591685,459
59.61204,414
59.632395,439
59.65275,438
59.673105,446
59.69346,481
59.713815,453
59.734169,482
59.754524,506
59.774879,562
59.795234,597
59.815589,683
59.835944,739
59.856298,894
59.876653,1077
59.897008,1254
59.917363,1531
59.937718,1696
59.958073,1584
59.978427,1380
59.998782,1094
